loyalty_number,total_flights,distance,points_accumulated,points_redeemed,months_recorded,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,salary_missing_flag,cancelled_flag,salary_band,clv_band,enrollment_date,cancellation_date,points_balance,redemption_rate,activity_segment,clv_segment,customer_segment
459999,25,35447,35447,694,24,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,53465,Single,Star,4170.69,0,0,Medium,Medium CLV,2017-09-01,,34753,1.95785256862358e-02,Medium Activity,Low CLV,Low Value Regular
980651,39,44845,44845,402,24,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,97025,Married,Aurora,5055.9,0,0,Medium,Medium CLV,2014-04-01,,44443,8.96421005686253e-03,Medium Activity,High CLV,High Value Active
600820,0,0,0,0,24,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,228861,Divorced,Aurora,4992.92,0,0,High,Medium CLV,2012-06-01,,0,0,No Activity,High CLV,High Value At Risk
124678,51,74440,74440,304,24,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Doctor,152955,Married,Star,3954.34,0,0,High,Medium CLV,2013-06-01,,74136,4.08382590005373e-03,High Activity,Low CLV,Low Value Active
366540,69,127815,191722,1258,11,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,90077,Married,Aurora,7288.88,0,0,Medium,High CLV,2018-03-01,,190464,6.56158396010891e-03,High Activity,High CLV,High Value Frequent Flyer
106001,76,119565,119565,2698,24,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,39000,Single,Star,4914.04,0,0,Low,Medium CLV,2013-01-01,,116867,2.25651319366035e-02,High Activity,Medium CLV,Medium Value Power User
355995,30,54467,54467,1086,24,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,65470,Married,Aurora,5010.92,0,0,Medium,Medium CLV,2013-05-01,,53381,1.99386784658601e-02,Medium Activity,High CLV,High Value Active
866815,2,3476,3476,0,24,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Aurora,5132.68,1,0,Unknown,Medium CLV,2018-10-01,,3476,0,Low Activity,High CLV,High Value Low Activity
250380,26,45760,45760,0,24,Canada,Newfoundland,"St. John's",A1C 6H9,Female,Doctor,219564,Married,Star,4803.78,0,0,High,Medium CLV,2017-10-01,,45760,0,Medium Activity,Medium CLV,Medium Value Regular
455892,43,86226,129339,0,11,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Single,Star,2393.92,1,0,Unknown,Low CLV,2018-03-01,,129339,0,High Activity,Low CLV,Low Value Active
543553,2,4950,4950,0,24,Canada,Ontario,Toronto,P1J 8T7,Female,Master,72027,Single,Star,4386.28,0,0,Medium,Medium CLV,2018-11-01,,4950,0,Low Activity,Medium CLV,Medium Value Casual
766927,53,69021,69021,1194,24,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,71936,Divorced,Star,4457.94,0,0,Medium,Medium CLV,2016-04-01,,67827,1.72990828878168e-02,High Activity,Medium CLV,Medium Value Power User
418990,39,55845,55845,1233,24,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,76442,Married,Aurora,5216.91,0,0,Medium,Medium CLV,2012-08-01,,54612,2.20789685737309e-02,Medium Activity,High CLV,High Value Active
189146,17,29216,29216,1300,24,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,68065,Single,Aurora,4999.35,0,1,Medium,Medium CLV,2017-05-01,2018-01-01,27916,4.44961664841183e-02,Low Activity,High CLV,High Value Low Activity
816881,46,44956,44956,999,24,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,56411,Married,Star,4314.17,0,0,Medium,Medium CLV,2018-06-01,,43957,2.22217279117359e-02,High Activity,Low CLV,Low Value Active
608739,47,66543,66543,1454,24,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,4920.77,1,0,Unknown,Medium CLV,2016-04-01,,65089,2.18505327382294e-02,High Activity,Medium CLV,Medium Value Power User
410460,17,30145,30145,543,24,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,57117,Married,Aurora,5048.05,0,1,Medium,Medium CLV,2017-01-01,2017-09-01,29602,1.80129374689003e-02,Low Activity,High CLV,High Value Low Activity
375511,50,75498,75498,1436,24,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,59300,Single,Star,4070.05,0,0,Medium,Medium CLV,2014-07-01,,74062,1.90203714005669e-02,High Activity,Low CLV,Low Value Active
531201,0,0,0,0,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Married,Star,4419.54,1,0,Unknown,Medium CLV,2012-08-01,,0,0,No Activity,Medium CLV,Medium Value Inactive
513708,30,43481,43481,0,24,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,62544,Married,Aurora,5059.62,0,0,Medium,Medium CLV,2017-03-01,,43481,0,Medium Activity,High CLV,High Value Active
340479,39,52557,52557,1196,24,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,97025,Married,Aurora,5055.9,0,0,Medium,Medium CLV,2016-08-01,,51361,2.27562456000152e-02,Medium Activity,High CLV,High Value Active
334003,30,47644,47644,1754,24,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,70874,Married,Star,4668.04,0,0,Medium,Medium CLV,2013-06-01,,45890,3.68147090924356e-02,Medium Activity,Medium CLV,Medium Value Regular
245066,54,84792,127188,0,11,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Married,Star,7781,1,0,Unknown,High CLV,2018-02-01,,127188,0,High Activity,High CLV,High Value Frequent Flyer
896790,44,68407,68407,1276,24,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47177,Married,Aurora,5016.83,0,0,Low,Medium CLV,2012-06-01,,67131,1.86530618211587e-02,High Activity,High CLV,High Value Frequent Flyer
437810,30,38307,38307,2736,24,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,72625,Divorced,Aurora,5154.05,0,0,Medium,Medium CLV,2014-01-01,,35571,7.14229775236902e-02,Medium Activity,High CLV,High Value Active
418090,32,35705,35705,1550,24,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,60235,Divorced,Star,4834.71,0,0,Medium,Medium CLV,2016-01-01,,34155,4.3411286934603e-02,Medium Activity,Medium CLV,Medium Value Regular
549132,20,26288,26288,1015,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,56443,Married,Star,4547.89,0,0,Medium,Medium CLV,2017-05-01,,25273,3.86107729762629e-02,Low Activity,Medium CLV,Medium Value Casual
229204,8,11772,11772,686,24,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Star,4652.89,1,0,Unknown,Medium CLV,2018-08-01,,11086,5.82738702004757e-02,Low Activity,Medium CLV,Medium Value Casual
382045,0,0,0,0,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,61070,Divorced,Aurora,5217.51,0,1,Medium,Medium CLV,2013-05-01,2016-10-01,0,0,No Activity,High CLV,High Value At Risk
981581,44,65989,65989,643,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,71398,Married,Star,4517.91,0,0,Medium,Medium CLV,2013-10-01,,65346,9.74404825046599e-03,High Activity,Medium CLV,Medium Value Power User
526064,16,22580,22580,0,24,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,96360,Married,Aurora,5174.08,0,0,Medium,Medium CLV,2018-05-01,,22580,0,Low Activity,High CLV,High Value Low Activity
990933,41,61518,61518,1243,24,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,244110,Married,Star,4893.98,0,0,High,Medium CLV,2013-12-01,,60275,2.02054683182158e-02,Medium Activity,Medium CLV,Medium Value Regular
501278,40,41586,41586,0,24,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Married,Star,4825.5,1,0,Unknown,Medium CLV,2012-06-01,,41586,0,Medium Activity,Medium CLV,Medium Value Regular
533766,26,39626,39626,1170,24,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Star,4893.29,1,0,Unknown,Medium CLV,2012-10-01,,38456,2.95260687427447e-02,Medium Activity,Medium CLV,Medium Value Regular
712062,27,35255,35255,0,24,Canada,Ontario,Kingston,M9K 2P4,Male,Doctor,269011,Divorced,Star,4570.67,0,0,High,Medium CLV,2016-08-01,,35255,0,Medium Activity,Medium CLV,Medium Value Regular
344199,34,52765,52765,1380,24,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Married,Star,4563.87,1,0,Unknown,Medium CLV,2012-07-01,,51385,2.61537003695632e-02,Medium Activity,Medium CLV,Medium Value Regular
683791,42,61120,61120,1538,24,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,47834,Married,Star,4884.16,0,0,Low,Medium CLV,2015-01-01,,59582,2.5163612565445e-02,Medium Activity,Medium CLV,Medium Value Regular
538902,15,21004,21004,0,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,4463,1,0,Unknown,Medium CLV,2017-10-01,,21004,0,Low Activity,Medium CLV,Medium Value Casual
134279,12,16236,16236,565,24,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,78573,Divorced,Star,4376.36,0,0,Medium,Medium CLV,2018-08-01,,15671,3.47992116284799e-02,Low Activity,Medium CLV,Medium Value Casual
501363,41,59791,59791,1231,24,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,45384,Married,Star,4726.87,0,0,Low,Medium CLV,2017-05-01,,58560,2.05883828669867e-02,Medium Activity,Medium CLV,Medium Value Regular
541898,31,43788,43788,1011,24,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,83349,Divorced,Aurora,5246.06,0,0,Medium,Medium CLV,2017-08-01,,42777,2.3088517402028e-02,Medium Activity,High CLV,High Value Active
709920,29,32212,32212,506,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,82427,Married,Star,4327.1,0,0,Medium,Medium CLV,2013-01-01,,31706,1.57084316403825e-02,Medium Activity,Low CLV,Low Value Regular
343377,43,61242,61242,793,24,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,47541,Married,Star,4920.49,0,0,Low,Medium CLV,2012-11-01,,60449,1.29486300251461e-02,High Activity,Medium CLV,Medium Value Power User
450621,24,28677,28677,407,24,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,77083,Married,Star,4296.6,0,0,Medium,Medium CLV,2015-03-01,,28270,1.4192558496356e-02,Medium Activity,Low CLV,Low Value Regular
418281,42,47643,47643,377,24,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,102982,Married,Aurora,5181.62,0,0,High,Medium CLV,2015-10-01,,47266,7.91301975106521e-03,Medium Activity,High CLV,High Value Active
715015,33,59466,59466,940,24,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,47834,Married,Star,4884.16,0,0,Low,Medium CLV,2014-10-01,,58526,1.58073521003599e-02,Medium Activity,Medium CLV,Medium Value Regular
273357,42,65113,65113,575,24,Canada,Ontario,Toronto,P1L 8X8,Female,College,,Single,Aurora,5158.65,1,0,Unknown,Medium CLV,2014-08-01,,64538,8.83080183680678e-03,Medium Activity,High CLV,High Value Active
606026,50,73750,73750,1084,24,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,55207,Single,Star,4110.62,0,0,Medium,Medium CLV,2015-07-01,,72666,1.46983050847458e-02,High Activity,Low CLV,Low Value Active
501030,26,32965,32965,0,24,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,93541,Married,Star,3934.71,0,0,Medium,Medium CLV,2017-03-01,,32965,0,Medium Activity,Low CLV,Low Value Regular
703882,0,0,0,0,24,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,4922.17,1,0,Unknown,Medium CLV,2012-04-01,,0,0,No Activity,Medium CLV,Medium Value Inactive
583648,28,46088,46088,668,24,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,59210,Single,Star,4803.24,0,0,Medium,Medium CLV,2012-12-01,,45420,1.44940114563444e-02,Medium Activity,Medium CLV,Medium Value Regular
500455,34,51887,51887,537,24,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,57385,Married,Star,4829.57,0,0,Medium,Medium CLV,2016-01-01,,51350,1.0349413147802e-02,Medium Activity,Medium CLV,Medium Value Regular
778426,23,37397,37397,0,24,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,80921,Married,Star,4916.37,0,0,Medium,Medium CLV,2017-02-01,,37397,0,Medium Activity,Medium CLV,Medium Value Regular
272812,47,61354,61354,877,24,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,50905,Married,Aurora,5158.58,0,0,Medium,Medium CLV,2017-02-01,,60477,1.42940965544219e-02,High Activity,High CLV,High Value Frequent Flyer
836343,33,43962,43962,559,24,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,64497,Married,Star,4247.68,0,0,Medium,Medium CLV,2017-04-01,,43403,1.27155270460853e-02,Medium Activity,Low CLV,Low Value Regular
407945,49,89236,89236,1053,24,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,75108,Married,Star,4236.47,0,0,Medium,Medium CLV,2012-12-01,,88183,1.18001703348424e-02,High Activity,Low CLV,Low Value Active
366719,22,26752,26752,919,24,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,66902,Married,Star,4873.35,0,0,Medium,Medium CLV,2017-07-01,,25833,3.43525717703349e-02,Low Activity,Medium CLV,Medium Value Casual
565041,37,61393,61393,1698,24,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,98417,Married,Star,4881.39,0,0,Medium,Medium CLV,2012-04-01,,59695,2.76578763051162e-02,Medium Activity,Medium CLV,Medium Value Regular
223684,2,4014,4014,0,24,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,74964,Married,Star,4362.93,0,0,Medium,Medium CLV,2018-07-01,,4014,0,Low Activity,Medium CLV,Medium Value Casual
551300,60,87617,87617,386,24,Canada,Ontario,Toronto,P5S 6R4,Male,College,,Single,Star,4903.15,1,0,Unknown,Medium CLV,2015-10-01,,87231,4.40553773811018e-03,High Activity,Medium CLV,Medium Value Power User
686223,36,36860,55290,409,11,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,33651,Married,Nova,3837.45,0,0,Low,Medium CLV,2018-04-01,,54881,7.39735937782601e-03,Medium Activity,Low CLV,Low Value Regular
498644,43,62773,62773,894,24,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,86750,Married,Aurora,5103.3,0,0,Medium,Medium CLV,2014-03-01,,61879,1.42417918531853e-02,High Activity,High CLV,High Value Frequent Flyer
256147,46,71626,71626,339,24,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Married,Star,3958,1,0,Unknown,Medium CLV,2012-09-01,,71287,4.73291821405635e-03,High Activity,Low CLV,Low Value Active
425854,37,52145,52145,630,24,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,39079,Married,Star,4016.13,0,0,Low,Medium CLV,2016-11-01,,51515,1.2081695272797e-02,Medium Activity,Low CLV,Low Value Regular
743001,29,41620,41620,1191,24,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,79533,Married,Star,4111.89,0,0,Medium,Medium CLV,2017-05-01,,40429,2.86160499759731e-02,Medium Activity,Low CLV,Low Value Regular
981343,40,64708,64708,1332,24,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,4594.26,1,0,Unknown,Medium CLV,2012-10-01,,63376,2.05847808617173e-02,Medium Activity,Medium CLV,Medium Value Regular
101876,12,18264,18264,1187,24,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Aurora,4949.53,1,1,Unknown,Medium CLV,2017-10-01,2018-06-01,17077,6.49912395970215e-02,Low Activity,Medium CLV,Medium Value Casual
797685,31,47547,47547,1407,24,Canada,Alberta,Edmonton,T3G 6Y6,Male,College,,Married,Star,4079.13,1,0,Unknown,Medium CLV,2017-06-01,,46140,2.95917723515679e-02,Medium Activity,Low CLV,Low Value Regular
228984,31,48466,48466,1509,24,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,57254,Married,Star,4530.53,0,0,Medium,Medium CLV,2015-11-01,,46957,3.11352288202039e-02,Medium Activity,Medium CLV,Medium Value Regular
469684,34,52030,52030,443,24,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,57975,Married,Aurora,5107.16,0,0,Medium,Medium CLV,2015-12-01,,51587,8.5143186623102e-03,Medium Activity,High CLV,High Value Active
573661,5,5050,5050,0,24,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,86098,Single,Star,4303.64,0,0,Medium,Medium CLV,2018-08-01,,5050,0,Low Activity,Low CLV,Low Value Low Activity
848248,48,63074,63074,928,24,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,56566,Married,Star,4911.12,0,0,Medium,Medium CLV,2014-03-01,,62146,1.47128769381996e-02,High Activity,Medium CLV,Medium Value Power User
518533,12,22229,22229,0,24,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,59369,Married,Star,4646.39,0,0,Medium,Medium CLV,2018-05-01,,22229,0,Low Activity,Medium CLV,Medium Value Casual
828776,31,30571,30571,0,24,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,60899,Married,Star,4274.62,0,0,Medium,Medium CLV,2017-05-01,,30571,0,Medium Activity,Low CLV,Low Value Regular
401858,12,19175,19175,353,24,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Divorced,Star,4644.7,1,1,Unknown,Medium CLV,2017-08-01,2018-04-01,18822,1.84093872229465e-02,Low Activity,Medium CLV,Medium Value Casual
504715,41,57475,57475,1283,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Single,Star,4734.26,1,0,Unknown,Medium CLV,2015-06-01,,56192,2.23227490213136e-02,Medium Activity,Medium CLV,Medium Value Regular
347932,41,69326,69326,1441,24,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,78444,Married,Star,4425.75,0,0,Medium,Medium CLV,2012-09-01,,67885,2.07858523497678e-02,Medium Activity,Medium CLV,Medium Value Regular
400478,9,14764,14764,0,24,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,90828,Single,Aurora,5187.65,0,1,Medium,Medium CLV,2017-07-01,2017-12-01,14764,0,Low Activity,High CLV,High Value Low Activity
576716,37,56511,56511,1178,24,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,79591,Married,Aurora,5013.14,0,0,Medium,Medium CLV,2013-12-01,,55333,2.08454991063687e-02,Medium Activity,High CLV,High Value Active
753473,50,64862,64862,0,24,Canada,Ontario,Toronto,M2M 7K8,Female,Doctor,70996,Single,Star,4254.62,0,0,Medium,Medium CLV,2013-07-01,,64862,0,High Activity,Low CLV,Low Value Active
894340,44,65788,65788,3460,24,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,College,,Single,Aurora,5111.36,1,0,Unknown,Medium CLV,2013-04-01,,62328,5.25931780871892e-02,High Activity,High CLV,High Value Frequent Flyer
730742,28,41194,41194,672,24,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,49351,Married,Aurora,5070.35,0,0,Low,Medium CLV,2017-12-01,,40522,1.63130552993154e-02,Medium Activity,High CLV,High Value Active
260685,39,59608,59608,0,24,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,45384,Married,Star,4726.87,0,0,Low,Medium CLV,2018-07-01,,59608,0,Medium Activity,Medium CLV,Medium Value Regular
272944,37,47790,47790,431,24,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Married,Star,4872.02,1,0,Unknown,Medium CLV,2015-12-01,,47359,9.01862314291693e-03,Medium Activity,Medium CLV,Medium Value Regular
735605,40,75835,113752,0,11,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,66499,Married,Star,6636.86,0,0,Medium,Medium CLV,2018-03-01,,113752,0,Medium Activity,High CLV,High Value Active
508115,39,64048,64048,1525,24,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,102982,Married,Aurora,5181.62,0,0,High,Medium CLV,2017-03-01,,62523,2.38102672995254e-02,Medium Activity,High CLV,High Value Active
644786,34,56394,56394,363,24,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,102899,Married,Star,4637.03,0,0,High,Medium CLV,2015-07-01,,56031,6.43685498457283e-03,Medium Activity,Medium CLV,Medium Value Regular
621940,14,18708,18708,1888,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Doctor,162087,Divorced,Star,4883.55,0,0,High,Medium CLV,2017-09-01,,16820,0.100919392773145,Low Activity,Medium CLV,Medium Value Casual
798248,45,70127,70127,877,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,94440,Divorced,Star,4458.11,0,0,Medium,Medium CLV,2012-05-01,,69250,1.25058821851783e-02,High Activity,Medium CLV,Medium Value Power User
383108,39,50131,50131,357,24,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,64497,Married,Star,4247.68,0,0,Medium,Medium CLV,2012-06-01,,49774,7.1213420837406e-03,Medium Activity,Low CLV,Low Value Regular
263707,18,28142,28142,484,24,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,114551,Single,Star,4334.06,0,0,High,Medium CLV,2014-05-01,,27658,1.71984933551276e-02,Low Activity,Medium CLV,Medium Value Casual
635249,33,47318,47318,543,24,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Star,4665.13,1,0,Unknown,Medium CLV,2014-04-01,,46775,1.14755484170929e-02,Medium Activity,Medium CLV,Medium Value Regular
539673,26,37427,37427,498,24,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,49558,Married,Star,4087.51,0,1,Low,Medium CLV,2015-02-01,2018-06-01,36929,1.33059021561974e-02,Medium Activity,Low CLV,Low Value Regular
421855,0,0,0,0,24,Canada,Newfoundland,"St. John's",A1C 6H9,Female,Bachelor,57975,Married,Aurora,5107.16,0,1,Medium,Medium CLV,2015-08-01,2016-10-01,0,0,No Activity,High CLV,High Value At Risk
444684,44,62037,62037,1737,24,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,87259,Divorced,Aurora,4974.8,0,0,Medium,Medium CLV,2016-08-01,,60300,2.79994197011461e-02,High Activity,Medium CLV,Medium Value Power User
905213,32,55483,55483,1694,24,Canada,British Columbia,Vancouver,V6E 3D9,Female,Master,132353,Married,Star,4237.37,0,0,High,Medium CLV,2015-10-01,,53789,3.05318746282645e-02,Medium Activity,Low CLV,Low Value Regular
683361,28,36738,36738,0,24,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,53178,Married,Star,4656.67,0,0,Medium,Medium CLV,2017-11-01,,36738,0,Medium Activity,Medium CLV,Medium Value Regular
403361,19,21288,21288,0,24,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,70222,Single,Star,3895.03,0,0,Medium,Medium CLV,2017-10-01,,21288,0,Low Activity,Low CLV,Low Value Low Activity
724818,39,63380,63380,0,24,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,78196,Married,Aurora,5233.99,0,0,Medium,Medium CLV,2015-02-01,,63380,0,Medium Activity,High CLV,High Value Active
